X00,X01,X02,X03,X04,X05,X06,X07,X08,X09,y
-0.016771407915787913,-0.02603608233250122,-0.001474329954766386,0.10454540683003832,0.35216293930348674,0.023372493227944012,0.0037064504620604806,0.004962568844304448,-0.007113346950176345,0.022165648809716592,3.2884387083367677
-0.011617797859066291,0.025698942088979618,-0.02681816500410786,0.05301373179423937,0.6131945487768916,-0.01244731180868925,0.02938241522341419,-0.006348419084075538,-0.03691983066308994,-0.016464086621770724,-2.33351014809665
0.02747765495730245,0.009281892101824216,-0.02069985768063223,0.6300848940968767,0.6124147592635518,-0.004157478760829911,0.008240426811254118,0.01906202523830269,0.010821391230969734,-0.012982726501764505,2.259783200230787
-0.003169957402982359,-0.0016974685853988081,-0.028924049403136615,0.3898999376604101,0.00018230039693156323,0.027526010833690856,0.012792216052076288,-0.021192407444638888,-0.011102197627572556,0.015351957016244202,2.9391266027640777
-0.039508030570319735,-0.009104195624694226,0.021215086612399577,0.9514255789716903,0.7786003750526439,0.018245786276650876,-0.0002935540695589842,-0.012900010125643761,0.004178237491289484,0.014845896452074563,1.6239480710558474
-0.025662695381010715,0.002551406818084025,0.017375457016886413,0.5759077949904146,0.07909463836729372,-0.013422586543112966,-0.018402348610568803,-0.018799441044910895,0.012493863553254868,0.024609079250151458,0.29546967268100843
0.059871853257468535,-0.0198192827620086,-0.01670433155719467,0.00011278546133636023,0.15789959842610446,0.007410232297679821,0.018505989551202473,0.02782818848593275,-0.009108482821862537,0.011876279311245902,4.754539379753571
-0.0025892868912200063,0.010912627288130134,-0.0002868384828266673,0.0006114227418560389,0.10259175929912578,-0.010982451678654323,-0.03243232999451988,0.011704520142469517,-0.016881086265799934,-0.01375439098372306,-3.9638827993882404
0.013518112883446867,0.01938838628703767,-0.020601995535830062,0.012329882931070332,0.0005389124235838952,0.004356710062725179,-0.036602971276798124,0.016009847466700332,-0.004614029804952169,0.04123009319674833,3.4954961690941033
0.015545226963329694,0.00147420030930074,0.0023460120404571517,0.2896047500603237,2.5795664805228685e-08,0.018385134488140553,0.013978055598608445,0.01668971722599919,-0.021939167998621775,0.009328386777330722,1.96716309952328
-0.006239807219824375,0.010038444265563615,-0.00576708743192239,0.0020663693154624224,0.5359896978482483,-0.02515135080119732,-0.03615282796566498,0.02980740134442248,-0.021468282311081586,0.013240501891998132,-2.1098727654180816
0.03641698117312469,0.02174358808671525,-0.029280211426140988,0.30422984690823746,0.1494882908748917,0.0211767507991804,-0.0034015340311234535,0.01808158757353146,-0.007462243065178345,-0.006978560082892337,2.7957458889686717
0.005672089612918918,0.009566786173892283,-0.005781361649442045,0.530515639842359,0.049852016051401826,-0.006681870420611603,0.012306203354252051,-0.02154159342291632,-0.004911434837944413,-0.00587381258721302,0.41229713936857054
-0.003729204093334674,0.002698351379341827,0.018900591832749718,0.08902964877365926,0.0727341331561755,-0.00013670003066775223,-0.021845110850379,0.034297626622611856,0.003628009585876171,0.019845165241948643,2.0826478777727995
-0.011985151617251886,-0.02841016815093971,0.032427892771573784,0.5374579302463418,0.5053563949222152,-0.015857523385721856,-0.023726841990895035,-0.010854513154402591,-0.0002726087558084163,-0.007067728901275161,-4.585962929187987
0.018635268167253586,-0.011134575266413692,0.01521823296008615,0.4102731480044599,0.021423986941520767,-3.058791173840995e-05,-0.025115520970995182,0.0009950254358879038,-0.020984092257403695,0.017799207880109788,-1.2965671059953114
-0.035036111100550556,-0.041954766421334645,-0.009059598393729223,0.04866864278841706,0.003625715503311572,0.025959819549078705,0.008669348685386371,-0.004810479827101762,0.013815318011344736,0.021584251963845752,3.1483792486973883
0.0335118076838656,0.002831020217201652,0.01573620070426705,0.01615870228462329,0.06336349381082226,-0.010205412444110568,0.015326252403613645,3.22010632195003e-06,-0.013160905620872985,0.013116535092502562,2.4127911332096112
-0.024086027960865675,0.017222952491208015,0.018003526245295182,0.1072386795351203,0.0022785054419383528,0.012351321772023803,-0.017994226311950304,-0.012641656437601394,-0.006684540616695379,0.0373822820901603,0.58079223028899
0.03333081822424732,-0.00788320787744888,0.012495658386640256,0.1721779098831024,0.013772254246987642,-0.014137090341543142,-0.0017650817500263034,0.002059927214735318,0.009811141321423446,-0.02648874466904176,-0.6195983219788869
0.013990722220781425,0.027658540194235262,-0.021820051353558433,0.019015818662739985,0.0018692706483153336,0.011044538187822755,-0.007286010392235129,0.02874690765445918,0.0017109829041940942,-0.03557625410820307,-1.1000750019854664
0.008716907279606117,-0.007679599207629117,-0.009922336591725539,0.3494899945937964,0.9679916861678434,-0.007889217023011812,-0.0024938118774243006,-0.021377738416174862,0.00226711461082857,0.018636722129254345,0.9630059796448608
-0.002636267759046406,-0.005898283469246191,0.016745441745580545,0.13727036784202637,0.008174212775903288,-0.020008865821423975,-0.0433766555334617,-0.01004102672569894,0.0026455139217870897,0.04720132868810527,0.6155809479870451
0.019277049177290295,0.008042226768295928,0.007820514876452616,0.35512725936798273,0.0012021421759073536,-0.026576079398379908,0.0015573620887769407,-0.0008300953275943967,0.01817582881267852,-0.019308396811698623,1.1964198630517036
-0.008417643502365573,-0.006665127405632017,-0.013611101645535409,0.6191316108966382,0.2983177932695789,-0.004260637249819053,0.002297780550494599,-0.02003332994385697,0.02791595862961507,-0.009891564298354267,0.09470332481269916
0.0036136537889521372,0.02735540611096626,-0.02869239477700358,0.7164604712835557,0.06430897060485079,0.023644569750361964,0.02699029768821402,-0.0030167559694533616,-0.007763057559555381,-0.025711390795512507,2.3586024022810688
0.006761631393197833,0.007641593701501892,0.012825109704062969,0.25047726806383946,2.5407227918252697e-05,-0.021503056632722704,-0.010347567028309012,0.034547046596143015,-0.02824294299450876,-0.0035594660454971692,-1.3800446914099722
0.024543179452651376,-0.04033644330119168,0.04576019464540614,0.8293024644803932,0.20878642433539749,-0.028680988984952097,-0.022977548463345137,0.02989622466848994,-0.030031739829966184,0.031435766252550346,-0.878955797307444
0.032329960654250825,0.004104692702921942,-0.021755959168450377,0.2433284217063951,0.005430417767157384,-0.015814876958746518,0.0020238793551602126,-0.01338803441747379,-0.03223144088391862,-0.003007272901513157,-2.654492344617996
-0.010048044357990902,-0.0024756370149052877,0.017321220894209045,0.7256731216762036,7.532558700410243e-06,0.008364130369451982,0.03202152974413298,-0.0070970571304473425,0.008765204411036473,-0.0037833589287596643,1.2676830972661919
-0.0022355049038059343,0.027177597515976783,-0.020084396341668486,0.6747169699216553,0.12292619680170665,0.026450837476238397,0.03228056852882604,-0.014951508066880923,-0.010203755318636563,-0.04622871529393727,0.1985515052802962
0.008532933475824523,-0.0005328568692241891,-0.019394997375575755,0.04604461834331877,0.3022878904076093,0.0044601548372880636,-0.0010096278926803653,0.007564452448566306,-0.018743264193038064,-0.02141643742369888,-3.911225046437419
0.03843265327025102,-0.018760033115758988,-0.015010118905144268,0.03740886492123636,0.03430960079198288,-0.011690741007311488,0.007405267771229289,0.004945705985492078,-0.021754320680384343,-0.044640479434973325,-4.129533696694537
-0.00968839266451569,-0.0059803887623111835,0.005813520240569039,0.018110932885700867,0.08121312783040556,-0.02851404973446111,-0.009232950711829722,0.008540206202296825,0.007259282874468879,0.00854615921896868,-2.041755691202464
0.041527978078087974,-0.03579888572732666,0.02145247181265432,0.641336067772529,0.05984633929576295,-0.023284513574691752,0.042834413478708394,0.006357994356217127,-0.009963504240578762,0.006604553668076693,2.100077265830627
0.021565096681665803,0.00029567421466989585,-0.016061469728131123,0.5915695829720692,0.0006457968373902958,0.01618666692066928,0.028993649124884127,0.002855259025096481,-0.01929700497559211,-0.04513736374004006,-1.6446300629829356
0.001756303683924441,0.01120101755365201,0.014726493651284263,0.0452234608892212,0.28872548594617625,0.01648885107687028,-0.026928036250427622,0.015212904204956947,0.006401196342876272,0.04234469860411084,5.639060504261393
-0.004746797587376701,-0.0015201969540213228,-0.017614974479643487,0.5779222154405735,0.2900631493418739,-0.01399361563238423,-0.02760801896440015,0.029151168703702515,0.005543148898352963,-0.007861600087392945,-1.2648151400963341
0.006805103563321381,0.021174797548244417,-0.0022438546011049735,0.5485336465749491,0.027662574037579695,0.0019272225554777384,0.010196616940947045,-0.016014882968823984,-0.001870681260229998,0.0310483178526628,4.411984575407636
-0.052287071297474556,-0.016043635532255126,0.04031103171952052,0.7445379621243354,0.15381527494089228,-0.008900120983791485,-0.02400943908421916,-0.0006728018198214198,0.016213096467646206,0.02613980236926119,-1.2757691813612326
-0.022606522977897624,-0.012313760440571427,-0.00221765204955825,0.20683450616064708,0.44225778599396803,0.025848545691895576,0.009080191402770122,0.02260335505019618,-0.007918014567133296,0.031774122502977654,3.7382666191541696
-0.007811283013988979,0.0074700289478443795,-0.009083354603589713,0.41957219187843187,0.04197913078397071,-0.013499778858804956,-0.013343136562375518,0.0010455141934362382,0.02543433050986636,0.009471809077617004,1.0242847921278002
0.009902266188629218,0.02173384357468879,-0.006040890574668383,0.10797216899696051,0.024770932797606702,-0.01969391093717902,0.0022068478707796073,-0.015100064925777682,-0.03008145046641165,-0.015746532991930202,-0.6395400920480754
-0.0033925536760722737,-0.015593769244542479,0.005508746411692416,0.35074649393796675,0.16273099265889,-0.014944314036014853,-0.027290155418224445,-0.005253909044961584,0.02385121081659871,-0.0043730136483620665,-1.8003048691209114
-0.013437241801708489,0.012439546756517249,-0.013903114185594465,0.09014042776548871,0.00954627474294886,0.009581888155551475,-0.028840692601383694,0.008397659997225764,-0.01611586477112038,0.015794797474631053,-0.7503720355435112
-0.017060146716023048,0.016487741817660113,-0.02104372252503684,0.32663010898976613,0.6871223476169132,0.017325203398757257,0.0067194691710012735,-0.006857984111085252,0.029626386334379976,-0.04086244164282566,0.9727835374237017
-0.054852476206314824,0.023868044189630393,0.00738179862264232,0.05376101588966962,0.10702351218397628,0.0029158400563765842,-0.011648504985927169,0.009387643349249759,0.027980363694111644,-0.0005148622352846228,-0.22206851454024384
0.01577098103289695,0.01630205268448891,0.005401542429572261,0.6241334722426075,0.7242202018416427,-0.02056246056272877,0.0009280582156085183,0.0012514127373149861,0.028826608492791405,0.00721108108901913,3.7292779914698224
-0.012345359372999009,0.012795024430331196,0.007060746772873484,0.30875002407663776,0.8031635406617353,-0.009700809925451435,-0.002542776385394135,0.00018240384230448957,0.015307723403258372,0.0006258249221694116,2.5209529286970627
